anchor,mse
13348,1131.6219482421875
13349,1179.01025390625
13350,939.4059448242188
13351,839.3095092773438
13352,780.1360473632812
13353,756.2965698242188
13354,806.53466796875
13355,746.350830078125
13356,790.3723754882812
13357,867.0628051757812
13358,725.8441772460938
13359,739.3622436523438
13360,732.4382934570312
13361,704.5559692382812
13362,671.3358764648438
13363,763.3529663085938
13364,851.808349609375
13365,763.0563354492188
13366,717.8643188476562
13367,718.6613159179688
13368,838.5549926757812
13369,801.2504272460938
13370,788.0979614257812
13371,752.6080932617188
13372,774.13232421875
13373,699.175048828125
13374,751.883544921875
13375,759.2478637695312
13376,891.1593627929688
13377,945.9070434570312
13378,727.8975219726562
13379,638.3084106445312
13380,580.4140014648438
13381,614.3679809570312
13382,601.9525756835938
13383,549.7369384765625
13384,593.5143432617188
13385,568.8325805664062
13386,590.528076171875
13387,541.7906494140625
13388,541.58154296875
13389,693.2158813476562
13390,514.8760375976562
13391,356.1518859863281
13392,328.5279846191406
13393,331.513427734375
13394,398.3365783691406
13395,546.6484985351562
13396,1022.6814575195312
13397,982.7234497070312
13398,459.8092956542969
13399,338.53717041015625
13400,340.2970886230469
13401,358.7514953613281
13402,457.5693359375
13403,406.4601135253906
13404,256.9661865234375
13405,210.9451904296875
13406,221.3726043701172
13407,206.6248016357422
13408,170.17625427246094
13409,137.23744201660156
13410,154.8306427001953
13411,135.69261169433594
13412,125.0113754272461
13413,98.7159652709961
13414,99.61991119384766
13415,97.4498291015625
13416,126.6288070678711
13417,132.5419158935547
13418,138.06375122070312
13419,155.09820556640625
13420,129.8639678955078
13421,123.12786102294922
13422,103.4940414428711
13423,122.47473907470703
13424,132.5084228515625
13425,126.65714263916016
13426,114.31388092041016
13427,115.64599609375
13428,125.17183685302734
13429,132.896484375
13430,135.409423828125
13431,141.15586853027344
13432,144.0153350830078
13433,153.1354217529297
13434,150.07754516601562
13435,156.3715362548828
13436,153.48854064941406
13437,153.86863708496094
13438,153.48963928222656
13439,159.26490783691406
13440,166.21653747558594
13441,172.8266143798828
13442,176.4278564453125
13443,189.3014678955078
13444,209.1322784423828
13445,265.2689208984375
13446,311.0760803222656
13447,324.04193115234375
13448,351.2904357910156
13449,376.7854919433594
13450,372.4405212402344
13451,349.2650146484375
13452,268.9673156738281
13453,266.4202880859375
13454,333.1202392578125
13455,346.4041442871094
13456,340.9295959472656
13457,345.9046936035156
13458,336.71258544921875
13459,303.2117004394531
13460,308.7583312988281
13461,346.1449890136719
13462,395.996826171875
13463,387.694580078125
13464,272.1906433105469
13465,292.7510681152344
13466,322.439208984375
13467,325.0492858886719
13468,324.0069885253906
13469,272.608642578125
13470,322.4981994628906
13471,222.63902282714844
13472,228.16383361816406
13473,264.9847717285156
13474,314.5312805175781
13475,297.2419738769531
13476,219.0813751220703
13477,214.1113739013672
13478,200.837890625
13479,228.4151153564453
13480,229.7673797607422
13481,275.2440185546875
13482,224.06739807128906
13483,243.7367706298828
13484,270.0358581542969
13485,288.3168640136719
13486,350.2414855957031
13487,258.7377624511719
13488,247.215087890625
13489,263.2417907714844
